id	name	address	zip	city_hotel	cc1	ufi	class	currencycode	minrate	maxrate	preferred	nr_rooms	longitude	latitude	public_ranking	hotel_url	photo_url	desc_en	city_unique	city_preferred	continent_id	review_score	review_nr	
421087	Dyafat Al Musafer Hotel Apartments	"King Abdul Aziz Road, Sultanah, Buraydah, Qassim, Saudi Arabia"	99999*	Al Qassim	sa	-3094124	0	SAR	120	280		20	43.90571237	26.3798822	1	http://www.booking.com/hotel/sa/dyafat-al-musafer-apartments.html	http://aff.bstatic.com/images/hotel/max500/106/10638703.jpg	"Located in the centre of Buraydah, Dyafat Al Masafer Hotel Apartments offers air-conditioned apartments with an equipped kitchen. Guests can benefit from free Wi-Fi access in the entire hotel."	buraydah	Buraydah	7	1	1	
1122565	Zaf Furnished Unites	Othman Bin Affan Street Front Of Pilgrims Service Center	41441	Madinah	sa	-3092186	0	SAR	150			26	39.60340083	24.48160915	1	http://www.booking.com/hotel/sa/zf-llwhdt-lskny.html	http://aff.bstatic.com/images/hotel/max500/341/34111521.jpg	Zaf Furnished Unites is located in Medina and offers self-catering accommodations. Free WiFi access is available in all areas. The property is 1.6 km from Al Masjid Al Nabawi and 1.8 km from Al Noor Mall.	medina	Al Madinah	7	1	1	
66463	Ramee Guestline Hotel	1622 Al Qurum Street - PO Box 594	114	Muscat	om	-787987	4	OMR	28	41		90	58.48633334	23.62773662	1	http://www.booking.com/hotel/om/ramee-guestline.html	http://aff.bstatic.com/images/hotel/max500/428/42856728.jpg	"Located near the beach, this 4-star hotel in Qurum offers a temperature-controlled outdoor pool and spacious rooms with satellite TV. Relaxation options include a fitness centre and Turkish bath."	muscat	Muscat	7	1	1	
2094837	Al Dar Darak Holiday Home Yansoon	Yansoon 5 - Downtown Dubai		Dubai	ae	-782831	0	AED	2000			1	55.27935365	25.19243532	1	http://www.booking.com/hotel/ae/al-dar-darak-holiday-home-yansoon.html	http://aff.bstatic.com/images/hotel/max500/852/85285560.jpg	"Featuring free WiFi, Al Dar Darak Holiday Home Yansoon is a holiday home, situated in Dubai. The air-conditioned unit is 400 metres from The Dubai Fountain. Free private parking is available on site."	dubai	Dubai	7	1	1	
325771	Worood Al Nuzul Hotel Apartments	"Prince Metaab Road , Al Rihab district"	21432	Jeddah	sa	-3096108	0	SAR	155	495		50	39.21587795	21.54487147	1	http://www.booking.com/hotel/sa/wrood-al-nuzl-apartments.html	http://aff.bstatic.com/images/hotel/max500/867/86783383.jpg	"In the centre of Jeddah, this hotel offers air-conditioned apartments with kitchens and private laundry facilities. Jeddah Corniche can be reached within 10 minutes by car. Wi-Fi is free of charge."	jiddah	Jeddah	7	1	1	
1495602	Riviera Towers Ashkelon	Bat Galim 5 Ashkelon	7850441	Ashkelon	il	-779275	0	USD	350			6	34.5591259	31.68325155	1	http://www.booking.com/hotel/il/riviera-towers-ashkelon.html	http://aff.bstatic.com/images/hotel/max500/533/53392723.jpg	"Offering a sun terrace, Riviera Towers Ashkelon is situated in Ashkelon. Tel Aviv is 48 km from the property. Free private parking is available on site.  All units include a cable flat-screen TV. There is also a kitchen, equipped with a microwave."	ashqelon	Ashkelon	7	1	1	
2182366	Tel Aviv Port - Boutique Apartments	18 Kaf Gimel Yordei ha-Sira Street	66666	Tel Aviv	il	-781545	0	USD				1	34.77499783	32.09608942	1	http://www.booking.com/hotel/il/tel-aviv-port-boutique-apartments.html	http://aff.bstatic.com/images/hotel/max500/892/89256364.jpg	"Set 800 metres from Hilton Beach in Tel Aviv, this apartment features free WiFi. The air-conditioned unit is 1.2 km from Gordon Swimming Pool. Free private parking is available on site.  The unit fitted with a kitchen with an oven and microwave."	tel-aviv	Tel Aviv	7	1	1	
68128	Inn Venue Suites	Bahrain Building no 21 .Road no 4025 Block no 324 P.O.B 11538 Juffair		Manama	bh	-784833	0	BHD	22.5	80		25	50.60944721	26.21353223	1	http://www.booking.com/hotel/bh/ramee-suite-apartment-2.html	http://aff.bstatic.com/images/hotel/max500/876/87655234.jpg	Inn Venue Suites Apartment is located less than 5 minutes from the city centre and 15 minutes from the international airport in Muharraq. The property offers an excellent location.	manama	Manama	7	1	1	
1232613	Tali Studio	"Midreshet Ben Gurion, Sde Boker"	84990	Midreshet Ben Gurion	il	900049693	0	USD	200			1	34.77658868	30.85264851	1	http://www.booking.com/hotel/il/tali-zimmer.html	http://aff.bstatic.com/images/hotel/max500/425/42564817.jpg	"Located in the small settlement of Midreshet Ben Gurion, Tali Studio offers a balcony that overlooks the surrounding countryside. Free WiFi access is provided."	midreshet-ben-gurion	Midreshet Ben Gurion	7	1	1	
1147975	Beach Apartments	Ezra Hasofer 15	62108	Tel Aviv	il	-781545	0	USD	90			3	34.7658392	32.0696983	1	http://www.booking.com/hotel/il/beach-apartments.html	http://aff.bstatic.com/images/hotel/max500/442/44262734.jpg	Beach Apartments is located in Tel Aviv City and offers self-catering accommodation. Free WiFi access is available. The property is 400 metres from Nachalat Benyamin Crafts Fair and 700 metres from Shenkin Street.	tel-aviv	Tel Aviv	7	1	1	
385972	Al Amera Hotel Apartment	"Opposite University of Jordan Main Gate , Building N 3"	11115	Amman	jo	-970362	0	JOD	18	75		74	35.86681545	32.01559041	1	http://www.booking.com/hotel/jo/al-amera-apartment.html	http://aff.bstatic.com/images/hotel/max500/247/24718878.jpg	"Al Amera Hotel Apartment is located near Amman’s business district. It includes studios, apartments, and suites. Wi-Fi is available throughout the entire hotel.  The air-conditioned accommodations are bright and simply furnished."	amman	Amman	7	1	1	
87994	Hashimi Hotel	Khan El Zeit St. No 73 Old City-Jerusalem	9754	Jerusalem	il	900000000	0	USD	75	300		40	35.23071885	31.779292	1	http://www.booking.com/hotel/il/hashimi.html	http://aff.bstatic.com/images/hotel/max500/583/58331096.jpg	"The HaShimi Hotel is located in the heart of the Old City of Jerusalem. It boasts a beautiful roof top terrace with magnificent views over the city, and an elegantly landscaped garden."	jerusalem	Jerusalem	7	1	1	
1587365	Belle Tower Apartments	"Bldg. 995, Road 2417, Block 324"	324	Juffair	bh	-784833	0	BHD	25			74	50.6079035	26.22082228	1	http://www.booking.com/hotel/bh/belle-tower.html	http://aff.bstatic.com/images/hotel/max500/678/67897938.jpg	Belle Tower Apartments offers accommodation in Manama. Wahooo! Waterpark is 6 km from the property. Free WiFi is available throughout the property and free private parking is available on site.  The accommodation features a satellite flat-screen TV.	manama	Manama	7	1	1	
2092851	Moon Cnter	מגדל שמס	12438	Majdal Shams	il	-2544494	0	USD	125			23	35.76551592	33.27097688	1	http://www.booking.com/hotel/il/mvn-sntr.html	http://aff.bstatic.com/images/hotel/max500/856/85605887.jpg	"Featuring free WiFi and a spa centre, Moon Cnter offers pet-friendly accommodation in Majdal Shams. Free private parking is available on site.  Each room at this hotel is air conditioned and features a flat-screen TV."	majdal-shams	Majdal Shams	7	1	1	
2022918	Luxury Palm Sunset Beach Villa	Dubai Knowledge Village Block 2A PO Box 73000		Dubai	ae	-782831	0	AED	4700			1	55.12356341	25.11732787	1	http://www.booking.com/hotel/ae/luxury-palm-sunset-beach-villa.html	http://aff.bstatic.com/images/hotel/max500/820/82010357.jpg	"Featuring a garden with an outdoor pool, Luxury Palm Sunset Beach Villa is a villa located in Dubai, 8 km from Mall of the Emirates. The air-conditioned unit is 8 km from Ibn Battuta Mall."	dubai	Dubai	7	1	1	
69939	Emirates Palace Hotel	West Corniche		Abu Dhabi	ae	-782066	5	AED	1625	12800	1	394	54.31765079	24.46107646	1	http://www.booking.com/hotel/ae/emirates-palace.html	http://aff.bstatic.com/images/hotel/max500/142/14232529.jpg	"Located on the shores of the Arabian Gulf, overlooking its own private natural bay, Emirates Palace Hotel is situated on 1.3 km stretch of private beach. The silver, gold and glass mosaics décor is evocative of Arabia’s rich history of hospitality."	abu-dhabi	Abu Dhabi	7	1	1	
701870	Al Fahad Hotel Suites Al Tahliya	"Prince Mohamed Bin Abdul Aziz Road , Al Faisaliah District"	21433	Jeddah	sa	-3096108	0	SAR	350		1	45	39.18233961	21.55846252	1	http://www.booking.com/hotel/sa/uuo-uuosso-uoo-c-ossuuuo-uo-o-c.html	http://aff.bstatic.com/images/hotel/max500/893/89381961.jpg	"Located in Jeddah, Fahad Apartment features self-catered apartments. It offers free Wi-Fi and a mini-market on site. Jeddah Corniche is 15 minutes away by car.  Each unit is fitted with carpeted floors."	jiddah	Jeddah	7	1	1	
1747485	Gite Bamidbar	Halutza	85735	'Ezuz	il	-779793	0	USD	142			1	34.4729948	30.79246069	1	http://www.booking.com/hotel/il/gite-bamidbar.html	http://aff.bstatic.com/images/hotel/max500/698/69849927.jpg	Gite Bamidbar offers accommodation in ‘Ezuz. The property is 38 km from Mitzpe Ramon and free private parking is provided. Free WiFi is featured throughout the property.  The kitchenette features an oven and a toaster.	ezuz	‘Ezuz	7	1	1	
2034381	Eretz Zeelim	Kibutz Zeelim	8552000	Ze'elim	il	-781839	0	USD	110			51	34.53564237	31.20422377	1	http://www.booking.com/hotel/il/eretz-zeelim.html	http://aff.bstatic.com/images/hotel/max500/886/88676727.jpg	"Located in Ẕeʼelim, Eretz Zeelim features free WiFi, a garden and seasonal outdoor pool. Beer Sheva is 25 km away. Free private parking is available on site.  All units have a seating area. A fridge and kettle are also offered."	zeelim	Ẕeʼelim	7	1	1	
1812235	E&T Holiday Homes - Frond L Villa	"Frond L Villa, Palm Jumeirah"		Dubai	ae	-782831	0	AED	4054.5			1	55.11973862	25.11312846	1	http://www.booking.com/hotel/ae/e-amp-t-holiday-homes-frond-l-villa.html	http://aff.bstatic.com/images/hotel/max500/771/77130380.jpg	"Located 8 km from Ibn Battuta Mall in Dubai, this villa features free WiFi and a balcony. Guests benefit from patio and an outdoor pool. Free private parking is available on site.  The kitchen features an oven."	dubai	Dubai	7	1	1	
1188199	Diyar Al Aziziyah	Al Aziziyah Dist. Amr Bin Saleem St.	21452	Medina	sa	-3092186	0	SAR	230			19	39.52940404	24.41994375	1	http://www.booking.com/hotel/sa/lmdyn-lmnwr-medina.html	http://aff.bstatic.com/images/hotel/max500/379/37965651.jpg	Diyar Al Aziziyah is located in Medina and offers self-catering accommodation. Free WiFi access is available. The property is 10 km from The Prophet's Mosque and 3.0 km from Al Qadi Garden Park.	medina	Al Madinah	7	1	1	
1990193	Studio 44	Hamra Commodore Street 	2030	Beirut	lb	-801546	0	USD	65			44	35.48065943	33.89463175	1	http://www.booking.com/hotel/lb/studio-44.html	http://aff.bstatic.com/images/hotel/max500/806/80689590.jpg	"Studio44 is the most suitable extended-stay lodging conveniently situated in the heart of Beirut, Hamra Area."	beirut	Beirut	7	1	1	
175948	The Parisian Hotel	"Rustom Basha Street, Ain El Mreisseh"	1103	Beirut	lb	-801546	4	USD	76.5	110		46	35.491522	33.900022	1	http://www.booking.com/hotel/lb/the-parisian.html	http://aff.bstatic.com/images/hotel/max500/183/18330476.jpg	"Near the heart of Solidere central business district, The Parisian Hotel offers rooms equipped with air conditioning, a high speed internet connection, satellite TV and a private bathroom."	beirut	Beirut	7	1	1	
1138166	Platinum Suites	"Alsahafah District, Prince Majid Road"	23342	Jeddah	sa	-3096108	0	SAR	364.9			97	39.20452684	21.55302348	1	http://www.booking.com/hotel/sa/bltynywm-swyt.html	http://aff.bstatic.com/images/hotel/max500/349/34986561.jpg	"Offering an outdoor pool and a spa and wellness centre, Platinum suites is located in the centre of Jeddah and offers self-catering accommodation. Free WiFi access is available in all areas. The property is located right infront of Flamingo Mall."	jiddah	Jeddah	7	1	1	
307055	Irbid Plaza Hotel	University Street	21110	Irbid	jo	-971885	3	JOD	35	60		35	35.85162878	32.53188951	1	http://www.booking.com/hotel/jo/irbid-plaza.html	http://aff.bstatic.com/images/hotel/max500/444/4446407.jpg	"Located in Irbid, this hotel offers a modern gym, a rooftop restaurant and rooms with air conditioning. Free Wi-Fi and free private parking are available.  The bright rooms at the Irbid Plaza Hotel have parquet flooring and large windows."	irbid	Irbid	7	1	1	
1789401	E&T Holiday Homes - Al Majara	"Al Majara, Dubai Marina"		Dubai	ae	-782831	0	AED	1061.25			1	55.13679743	25.0730441	1	http://www.booking.com/hotel/ae/e-amp-t-holiday-homes-al-majara.html	http://aff.bstatic.com/images/hotel/max500/695/69503186.jpg	"E&T Holiday Homes - Al Majara offers pet-friendly accommodation in Dubai, 3.7 km from Ibn Battuta Mall. The air-conditioned unit is 8 km from Mall of the Emirates. Free private parking is available on site."	dubai	Dubai	7	1	1	
1085496	Askadenya Apartments	"Rabieh, Shamsani, 40, Hai bin yaqthan street"	11183	Amman	jo	-970362	2	JOD	60			21	35.88808805	31.97581187	1	http://www.booking.com/hotel/jo/askadenya.html	http://aff.bstatic.com/images/hotel/max500/323/32355388.jpg	Askadenya is a self-catering accommodation located in Amman. Free WiFi access is available. The property is 2.0 km from Diwan al-Sultan Ibrahim Restaurant and Jordan Gate Towers.	amman	Amman	7	1	1	
71787	Four Points By Sheraton Le Verdun	"Verdrun Boulevard Saeb Salam, P.O BOX 14-6363"	70200	Beirut	lb	-801546	4	USD	122.22	570	1	132	35.48547506	33.88206662	1	http://www.booking.com/hotel/lb/four-points-by-sheraton-le-verdun.html	http://aff.bstatic.com/images/hotel/max500/642/6426293.jpg	"Four Points by Sheraton Le Verdun is located in the shopping and business district, Verdun. It is just a 15-minute drive from Beirut International Airport and within a walking distance from Downtown Solider, Gemmayze and Monot Streets."	beirut	Beirut	7	1	1	
236618	Nof 10	Amirim	19232	Amirim	il	-779193	0	USD	158.1	235		3	35.45041323	32.93733286	1	http://www.booking.com/hotel/il/view-10.html	http://aff.bstatic.com/images/hotel/max500/894/89496942.jpg	"View 10 offers panoramic log cabins at the top of Mount Amirim, overlooking the Sea of Galilee. Each cabin has a panoramic spa bath and a complete home entertainment system."	amirim	Amirim	7	1	1	
352916	Villa Nazareth	6053 St. P.O. Box 2020	16000	Nazareth	il	-780833	0	USD	72.9	500		18	35.30104637	32.70713548	1	http://www.booking.com/hotel/il/villa-nazareth.html	http://aff.bstatic.com/images/hotel/max500/617/61738263.jpg	"Located in Nazareth, 200 metres from the Greek Orthodox Annunciation Church, Villa Nazareth features a terrace and a restaurant. Rooms come with free Wi-Fi and air conditioning."	nazareth	Nazareth	7	1	1	
1545967	Musical Garden Cabins	דליות 35	1294800	Moshav Ramot	il	900040736	0	USD	150			3	35.66441516	32.8530764	1	http://www.booking.com/hotel/il/musical-garden-cabins-moshav-ramot15.html	http://aff.bstatic.com/images/hotel/max500/570/57006632.jpg	"Offering accommodation with air conditioning, Musical Garden Cabins is situated in Moshav Ramot, 1.5 km from Luna Gal - Water Park. Ha Yarden Park is 7 km from the property."	moshav-ramot	Moshav Ramot	7	1	1	
1674664	Ferdowsi International Grand Hotel	" No.20, Kooshk e Mesri Street, Beginning of Ferdowsi Ave., North of Imam Khomeini Square"	12345	Tehran	ir	-3087341	4	IRR	4985000			220	51.41969548	35.68826764	1	http://www.booking.com/hotel/ir/ferdowsi-international-grand-tehran.html	http://aff.bstatic.com/images/hotel/max500/628/62825444.jpg	Ferdowsi International Grand hotel offers accommodation in Tehran. Guests can enjoy the on-site restaurant.  Rooms come with a flat-screen TV with satellite channels. Certain units include a seating area to relax in after a busy day.	tehran	Tehran	7	1	1	
270686	Vilabakfar- Country Style Villa	Kfar Yehezkel	18925	Kfar Yehezkel	il	900048391	0	USD	93.46	1000		4	35.35966873	32.56453746	1	http://www.booking.com/hotel/il/vilabakfar-country-style-villa.html	http://aff.bstatic.com/images/hotel/max500/901/9011870.jpg	"Located in Kfar Yehezkel, the Vilabakfar is in an agricultural community of farms known as a Moshav, in the Jezreel Valley. It  offers a pool surrounded by palm trees."	kfar-yehezkel	Kfar Yehezkel	7	1	1	
268109	Mövenpick Hotel & Resort Yanbu	"Al-Mahar Island, Royal Commission"	21000	Yanbu	sa	-3101071	5	SAR	970.2	8849.25		201	38.18869114	23.99468232	1	http://www.booking.com/hotel/sa/movenpick-resort-yanbu.html	http://aff.bstatic.com/images/hotel/max500/166/16686631.jpg	"Featuring a private beach and marina, Mövenpick Yanbu offers rooms with panoramic Red Sea views and free internet access. Facilities include an outdoor pool, a gym, and a steam room."	yanbu	Yanbu	7	1	1	
2148544	The Town Hotel Doha	Musheireb 4 - Najm Street		Doha	qa	-785169	0	QAR	230			120	51.53038498	25.28031661	1	http://www.booking.com/hotel/qa/the-town-doha.html	http://aff.bstatic.com/images/hotel/max500/878/87877865.jpg	"The Town Hotel Doha offers accommodation in Doha, 3.1 km from Diwan Emiri Royal Palace. Free private parking is available on site.  All rooms with free WiFi, laminate floors and a 48'' LCD TV."	doha	Doha	7	1	1	
465806	Executive Suites by Mourouj Gloria	"Muroor Street, No. 4"		Abu Dhabi	ae	-782066	0	AED	190			120	54.38674182	24.46289289	1	http://www.booking.com/hotel/ae/v-continents-executive-suites.html	http://aff.bstatic.com/images/hotel/max500/791/79153686.jpg	"Just a short drive from Abu Dhabi Exhibition Centre, Executive Suites is 2 km from Abu Dhabi’s Al Wahda Shopping Mall and Sheikh Zayed Grand Mosque. It offers free WiFi, a gym and an outdoor swimming pool."	abu-dhabi	Abu Dhabi	7	1	1	
1179683	Jerusalem City Center Apartment	Yaffo 97	94777	Jerusalem	il	900000000	0	USD				1	35.21549641	31.78381024	1	http://www.booking.com/hotel/il/jerusalem-city-center-apartment-jerusalem.html	http://aff.bstatic.com/images/hotel/max500/373/37375682.jpg	"Situated 1.9 km from Western Wall in Jerusalem, this air-conditioned apartment features free WiFi. The apartment is 2 km from Dome of the Rock.  There is a seating area and a kitchen complete with an oven, a fridge and a stovetop."	jerusalem	Jerusalem	7	1	1	
782107	Massayef Al Khobar 2	Al Ulaya in front of Al Rashid Mall	31478	Al Khobar	sa	-3092086	0	SAR	300			27	50.17989278	26.293718	1	http://www.booking.com/hotel/sa/massayef-al-khobar-apartment.html	http://aff.bstatic.com/images/hotel/max500/226/22670254.jpg	Massayef Al Khobar Apartment is located 4 km from Al Khobar Corniche and offers self-catering accommodation with Free Wi-Fi. The property is 400 metres from Al Rashid Mall.	al-khubar	Al Khobar	7	1	1	
1540737	Alumot Josef	Moshav Goren	2285000	Goren	il	-779939	0	USD	217			4	35.23527861	33.05835917	1	http://www.booking.com/hotel/il/alumot-josef.html	http://aff.bstatic.com/images/hotel/max500/662/66281220.jpg	"Offering a garden, Alumot Josef offers accommodation in Goren. Haifa is 35 km away. Free WiFi is available .  Free private parking is also available on site.  Alumot Josef also includes an outdoor pool. The property also offers mini-market."	goren	Goren	7	1	1	
1038670	Lisa's Farm Place	End of Shimshon Rabinovits st. 	75103	Rishon Le'Zion 	il	-781232	0	USD	84			3	34.80779886	31.94260326	1	http://www.booking.com/hotel/il/lisa-farm-place.html	http://aff.bstatic.com/images/hotel/max500/293/29396860.jpg	Lisa's Farm Place is located in Rishon LeẔiyyon. It offers 3 unique accommodation units that are half house and half rail car. Free WiFi access and air conditioning are provided.	rishon-leziyyon	Rishon LeẔiyyon	7	1	1	
68726	Gefinor Rotana – Beirut	Clemenceau Street	1103	Beirut	lb	-801546	5	USD	104	620	1	161	35.48812777	33.89802636	1	http://www.booking.com/hotel/lb/gefinor-rotana.html	http://aff.bstatic.com/images/hotel/max500/636/63672967.jpg	"Gefinor Rotana is located near the main business and banking districts in the Downtown area and Clemenceau Street. It offers stylish rooms, a rooftop bar and swimming pool featuring panoramic Mediterranean Sea views."	beirut	Beirut	7	1	1	
1566461	Katzale	HaCarmel St 94	2492000	Me'ona	il	-780665	0	USD				3	35.25727623	33.01638104	1	http://www.booking.com/hotel/il/katzale.html	http://aff.bstatic.com/images/hotel/max500/574/57424858.jpg	"Set in Me‘ona, 33 km from Haifa, Katzale features a barbecue and indoor pool. The accommodation boasts a spa bath. Tiberias is 37 km from the property. Free WiFi is offered .  Free private parking is also available on site."	meona	Me‘ona	7	1	1	
1400221	Mayz ApartHotel	"Al Ulaya District, Prince Faisal Bin Fahd Road"	42211	Al Khobar	sa	-3092086	0	SAR	120			20	50.17645955	26.29375437	1	http://www.booking.com/hotel/sa/mayz-aparthotel.html	http://aff.bstatic.com/images/hotel/max500/574/57419088.jpg	"Mayz ApartHotel offers accommodation in Al Khobar. Al Rashid Mall is 500 metres away.  Some units are air conditioned and include a seating area with a TV. There is also a kitchenette in some of the units, fitted with a microwave."	al-khubar	Al Khobar	7	1	1	
362859	Al Muraqabat Plaza Hotel Apartments	Al Muraqabat - Deira	20127	Dubai	ae	-782831	3	AED	216	600		63	55.3271015	25.26944635	1	http://www.booking.com/hotel/ae/al-muraqabat-plaza-appartments.html	http://aff.bstatic.com/images/hotel/max500/510/51063579.jpg	"Situated in the heart of Dubai, Al Muragabat offers spacious and air-conditioned rooms with a balcony. It has a 24-hour front desk and a café on site. Free private parking is available."	dubai	Dubai	7	1	1	
1178972	Emirates Hotel	"Sabkha Street, Deira"		Dubai	ae	-782831	1	AED	159			43	55.30269004	25.27066681	1	http://www.booking.com/hotel/ae/emirates-dubai.html	http://aff.bstatic.com/images/hotel/max500/413/41326182.jpg	"7 minutes’ walk from Baniyas Metro Station, Emirates Hotel is located in Dubai. The property is a 5-minute walk from Dubai Creek promenade. The historic souks of gold and spices are 10 minutes’ walk each."	dubai	Dubai	7	1	1	
23325	Armon Hayarkon Hotel	268 Hayarkon Street	63504	Tel Aviv	il	-781545	0	USD	90	170		24	34.77404192	32.09403452	1	http://www.booking.com/hotel/il/armon-hayarkon.html	http://aff.bstatic.com/images/hotel/max500/206/20696605.jpg	Armon Hayarkon is just a few steps from Metzitzim Beach and a 5-minute walk from Tel Aviv's Namal nightlife district. It offers free Wi-Fi and wired internet.  Guest rooms at the Armon Hayarkon Hotel are modern and spacious.	tel-aviv	Tel Aviv	7	1	1	
835585	Bay La Sun Hotel and Marina	King Abdullah Economic City	21452	Jeddah	sa	337042	5	SAR	999			195	39.08343583	22.40762643	1	http://www.booking.com/hotel/sa/bay-la-sun-and-marina.html	http://aff.bstatic.com/images/hotel/max500/710/71020411.jpg	"Bay La Sun Hotel and Marina is located in King Abdullah Economic City, an hour's drive from Jeddah's city centre. It offers views of the Red Sea as well as a natural lagoon and mangrove."	thuwal	Thuwal	7	1	1	
301420	Roman Theater Hotel	Amman – Down Town – Right Opposite The Roman Amphitheatre	99999	Amman	jo	-970362	1	JOD	12	26		21	35.93997806	31.95319546	1	http://www.booking.com/hotel/jo/roman-theater.html	http://aff.bstatic.com/images/hotel/max500/267/26723801.jpg	This Amman hotel is located directly across the street from the majestic Roman Amphitheatre and close to the Citadel. It has a 24-hour reception area and a tour desk.	amman	Amman	7	1	1	
287199	Golden Crown Hotel	2015 St. POB 50252	16000	Nazareth	il	-780833	0	USD	97.75	450		243	35.29117048	32.68245482	1	http://www.booking.com/hotel/il/golden-crown-nazareth.html	http://aff.bstatic.com/images/hotel/max500/324/32412812.jpg	"Set in southern Nazareth, overlooking the city and Jezreel Valley, Golden Crown is a large resort and conference centre, offering a swimming pool, free gym and excellent public transport links."	nazareth	Nazareth	7	1	1	
384120	Orkid Nights Apartment	"Grnatah Area , Khaleed Bin Waleed Street"	99999*	Riyadh	sa	900040280	0	SAR	150	520		70	46.74934477	24.78498125	1	http://www.booking.com/hotel/sa/orkid-nights-apartment.html	http://aff.bstatic.com/images/hotel/max500/800/8008035.jpg	"Just 6 minutes’ drive from Granada Mall, Orkid Nights offers self-catering apartments and studios with free Wi-Fi. It has a spacious lobby, where guests can watch TV.  It also has a 24-hour front desk and an elevator."	riyadh-sa	Riyadh	7	1	1	
245329	Mourouj Hotel Apartments by Mourouj Gloria	Muroor Street		Abu Dhabi	ae	-782066	0	AED	240	795		46	54.37050104	24.47764312	1	http://www.booking.com/hotel/ae/mourouj-apartments.html	http://aff.bstatic.com/images/hotel/max500/545/5453746.jpg	Mourouj Hotel offers spacious and fully furnished apartments opposite Al Falah Plaza. They are also within walking distance from Madinat Zayed Shopping Centre and Al Wahda Mall.	abu-dhabi	Abu Dhabi	7	1	1	
69994	Sheraton Grand Doha Resort & Convention Hotel	Al Corniche Street		Doha	qa	-785169	5	QAR	790.5	4500	1	371	51.53598547	25.31850287	1	http://www.booking.com/hotel/qa/sheraton-doha-resort-convention.html	http://aff.bstatic.com/images/hotel/max500/453/45317436.jpg	"Set in a high-rise, this luxurious 5-star hotel in central Doha features panoramic views of the Arabian Gulf. It has direct access to a private beach, 9 dining outlets and a temperature-controlled swimming pool."	doha	Doha	7	1	1	
1972344	Meir's Cabin	Ha-Bustan St 1	12105	Yesod Hamaala	il	900040560	0	USD	148			1	35.60678266	33.057628	1	http://www.booking.com/hotel/il/meir-39-s-cabin.html	http://aff.bstatic.com/images/hotel/max500/797/79721542.jpg	"Located in Yesod Hamaala, this air-conditioned holiday home features a garden with barbecue facilities. The property is 40 km from Tiberias and boasts views of the garden."	yesod-hamaale	Yesod Hamaala	7	1	1	
67310	Admiral Plaza Hotel	"Khalid Bin Walid Road, Al Nadha Street"		Dubai	ae	-782831	3	AED	200	800		142	55.29135033	25.26010763	1	http://www.booking.com/hotel/ae/admiral-plaza.html	http://aff.bstatic.com/images/hotel/max500/672/67235892.jpg	"Ideal for families and business executives, this alcohol-free hotel offers air-conditioned rooms with free Wi-Fi. It has a 24-hour front desk and an elevator. The Dubai International Convention and Exhibition Center is less than 4 km away."	dubai	Dubai	7	1	1	
48285	Queen of Sheba Eilat	"8 Antib Road, North Shore"	88121	Eilat	il	-779626	0	USD	130.05	9999		481	34.96189713	29.55046024	1	http://www.booking.com/hotel/il/hilton-eilat-queen-of-sheba.html	http://aff.bstatic.com/images/hotel/max500/243/24317664.jpg	"Unique, luxurious, and impressive, the Queen of Sheba is one of Eilat's grandest hotels, offering a superb location overlooking the Red Sea.You can enjoy the hotel's own shopping mall and swimming pool overlooking the sea."	elat	Eilat	7	1	1	
2013697	Qatar youth hostel	"17 Alrayhan St, Al luqta"		Doha	qa	-785169	0	QAR	240			40	51.46434581	25.31702775	1	http://www.booking.com/hotel/qa/qatar-youth-hostels.html	http://aff.bstatic.com/images/hotel/max500/840/84064545.jpg	"Featuring free WiFi and a restaurant, Qatar youth hostel offers accommodation in Doha, 5 km from Qatar Sports Club Stadium. Guests can enjoy the on-site restaurant.  Each room at this hostel is air conditioned and is equipped with a flat-screen TV."	doha	Doha	7	1	1	
1192174	Tala Bay Apartment	Tala bay	11192	Aqaba	jo	-970025	0	JOD	150			2	34.99381542	29.50415711	1	http://www.booking.com/hotel/jo/tala-bay-apartment.html	http://aff.bstatic.com/images/hotel/max500/792/79264241.jpg	"Featuring a sea view, Tala Bay Apartment is situated in Aqaba, this self-catering accommodation is air-conditioned and provides access to a private sandy beach and an outdoor swimming pool. Aqaba fort is 2 km away."	aqaba	Aqaba	7	1	1	
360022	Hani Royal Hotel	"Building 1091, Road 3622, Block 436"	180	Manama	bh	-784833	4	BHD	35	200	1	62	50.53004712	26.2376058	1	http://www.booking.com/hotel/bh/hani-royal.html	http://aff.bstatic.com/images/hotel/max500/184/18473227.jpg	"Just 5 minutes’ drive from Seef Business district, this 4-star hotel has modern, air-conditioned rooms with free WiFi. It has 2 restaurants and a spa."	manama	Manama	7	1	1	
401230	Rawdat Al Khail Hotel	"Doha Qatar, Al Muntazah.Abu El Qasim Al Shabi St . Near Al Muntazah Garden"		Doha	qa	-785169	3	QAR	205	925		95	51.52185023	25.26756654	1	http://www.booking.com/hotel/qa/rawda-al-khail.html	http://aff.bstatic.com/images/hotel/max500/508/50813544.jpg	"Rawdat Al Khail Hotel is located in Doha, less than 6 km from the tourist attraction area The Pearl, where shopping malls, restaurants, and cafés are located. Souq Waqif, or the old market, is about 10 minutes driving distance from the hotel."	doha	Doha	7	1	1	
